Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/28/09 13:30;Product1;1200;Visa;Catherine;Hghlnds Ranch               ;CO;United States;1/28/09 13:03;2/16/09 9:13;3.961.333;-10.501.611
1/20/09 19:08;Product1;1200;Amex;Rhonda;Atlanta                     ;GA;United States;11/21/08 5:52;2/16/09 10:08;3.374.889;-8.438.806
1/29/09 17:13;Product1;1200;Amex;alix;Tenafly                     ;NJ;United States;12/12/2007 12:26;2/16/09 10:19;4.092.528;-7.396.333
01/02/2009 05:33;Product1;1200;Visa;Mike;Aberdeen;Scotland;United Kingdom;10/18/04 4:53;2/16/09 11:12;571.333.333;#FIELD!
1/31/09 11:03;Product1;1200;Visa;Diane;Djurgarden;Stockholm;Sweden;1/25/09 3:48;2/16/09 12:08;593.166.667;181.166.667
1/13/09 9:16;Product1;1200;Visa;Sigrun;Nashville                   ;TN;United States;01/12/2009 20:48;2/16/09 12:33;3.616.583;-8.678.444
1/19/09 12:38;Product1;1200;Visa;Dania;Munich;Bayern;Germany;1/19/09 11:47;2/16/09 12:46;48.15;115.833.333
1/18/09 12:14;Product2;3600;Mastercard;Kelsi;Utrecht;Utrecht;Netherlands;12/12/2008 03:30;2/16/09 12:49;520.833.333;51.333.333
1/22/09 10:59;Product1;1200;Visa;Maria;Boyceville                  ;WI;United States;01/02/2009 14:09;2/16/09 14:50;4.504.361;-9.204.083
1/14/09 7:30;Product1;1200;Visa;Bent Erik;Basauri;Pais Vasco;Spain;02/03/2008 02:56;2/16/09 15:04;430.166.667;#FIELD!
1/19/09 1:52;Product1;1200;Amex;Kirsten;Melbourne;Victoria;Australia;4/24/07 4:36;2/17/09 1:20;-378.166.667;1.449.666.667
01/08/2009 23:00;Product1;1200;Visa;Dickson;Kemerburgaz;Istanbul;Turkey;9/16/08 2:07;2/17/09 1:29;411.594.444;289.127.778
1/25/09 7:29;Product1;1200;Diners;Howard;Worcester;England;United Kingdom;1/22/09 14:02;2/17/09 3:00;52.2;#FIELD!
1/17/09 15:19;Product1;1200;Visa;Dana;Thurles;Tipperary;Ireland;1/15/09 9:13;2/17/09 3:26;526.819.444;-78.022.222
1/23/09 12:23;Product1;1200;Mastercard;Nola;Den Haag;Zuid-Holland;Netherlands;1/23/09 11:11;2/17/09 3:35;520.833.333;4.3
1/24/09 8:45;Product1;1200;Visa;Elizabeth;Cos Cob                     ;CT;United States;11/08/2008 14:45;2/17/09 3:40;4.103.333;#FIELD!
1/27/09 3:45;Product2;3600;Visa;minjeong;Bern;Bern;Switzerland;1/27/09 2:39;2/17/09 3:44;469.166.667;74.666.667
1/29/09 23:48;Product1;1200;Visa;Matt;Leicester;England;United Kingdom;11/15/08 6:49;2/17/09 5:47;526.333.333;-11.333.333
01/03/2009 18:43;Product1;1200;Visa;Vanessa;Cornwall;Ontario;Canada;07/03/2006 08:36;2/17/09 6:17;450.166.667;-747.333.333
1/24/09 17:18;Product2;3600;Visa;Charlotte;Sterling                    ;VA;United States;2/15/08 15:34;2/17/09 6:26;3.900.611;-7.742.889
01/02/2009 15:13;Product1;1200;Visa;Rowena;Cork;Cork;Ireland;01/10/2006 07:05;2/17/09 6:38;518.986.111;-84.958.333
01/08/2009 10:44;Product1;1200;Visa;Catherine;Mount Forest;Ontario;Canada;01/06/2009 13:03;2/17/09 6:39;439.666.667;-807.333.333
1/29/09 8:13;Product1;1200;Mastercard;Sarah;Ridgefield                  ;CT;United States;1/28/08 13:55;2/17/09 7:55;4.128.139;-7.349.861
1/24/09 10:26;Product1;1200;Visa;sorcha;Porto Alegre;Rio Grande do Sul;Brazil;1/24/09 4:47;2/17/09 8:05;-300.333.333;#FIELD!
1/24/09 12:56;Product1;1200;Visa;sorcha;Cartierville;Quebec;Canada;01/12/2009 21:34;2/17/09 9:19;455.333.333;-737.166.667
01/07/2009 13:38;Product1;1200;Mastercard;Mary;Stuttgart;Baden-Wurttemberg;Germany;01/06/2009 13:40;2/17/09 9:32;487.666.667;91.833.333
1/23/09 15:38;Product1;1200;Visa;Ronja;Manhattan                   ;NY;United States;1/17/09 15:05;2/17/09 10:58;4.071.417;-7.400.639
1/26/09 14:43;Product1;1200;Visa;Nicola ;Sneem;Kerry;Ireland;1/26/09 13:55;2/17/09 11:07;518.333.333;#FIELD!
1/17/09 20:33;Product1;1200;Amex;BURCAK;Alpharetta                  ;GA;United States;01/09/2009 11:26;2/17/09 12:31;3.407.528;-8.429.417
01/05/2009 09:15;Product1;1200;Visa;isabelle;Sainte-Therese-de-Blainville;Quebec;Canada;8/21/08 9:43;2/17/09 12:34;456.333.333;#FIELD!
1/20/09 8:16;Product1;1200;Mastercard;christy;Germantown                  ;TN;United States;01/06/2009 08:33;2/17/09 13:01;3.508.667;#FIELD!
1/29/09 12:46;Product1;1200;Visa;Lilly;Castleknock;Dublin;Ireland;1/19/09 16:00;2/17/09 14:06;533.786.111;-63.922.222
1/15/09 18:12;Product1;1200;Diners;Mandy;Hono                        ;HI;United States;1/29/07 13:21;2/17/09 14:17;2.130.694;-15.785.833
1/23/09 13:55;Product1;1200;Mastercard;Elena;New Rochelle                ;NY;United States;08/07/2005 15:07;2/17/09 15:16;4.091.139;-7.378.278
1/26/09 10:26;Product1;1200;Visa;Lolarae;Calgary;Alberta;Canada;1/26/09 10:16;2/17/09 15:17;510.833.333;-1.140.833.333
01/12/2009 11:48;Product1;1200;Mastercard;Lisa;South Waterford             ;ME;United States;07/05/2007 14:58;2/17/09 15:29;441.786;-707.164
1/29/09 15:20;Product1;1200;Mastercard;Nita and Trebor;Washington Township         ;OH;United States;1/18/09 20:47;2/17/09 16:29;3.975.889;-8.419.167
1/28/09 7:26;Product1;1200;Visa;Jenevieve;Guelph;Ontario;Canada;1/23/09 19:04;2/17/09 18:08;43.55;#FIELD!
1/14/09 0:03;Product2;3600;Mastercard;Piret;Bunbury;Western Australia;Australia;6/16/08 18:22;2/17/09 19:31;-333.333.333;1.156.333.333
1/13/09 1:55;Product1;1200;Mastercard;Damian;Mettlach;Saarland;Germany;04/01/2006 22:29;2/17/09 20:45;49.5;6.6
01/12/2009 23:21;Product1;1200;Mastercard;Lusell;Oberwil;Basel-Country;Switzerland;01/06/2009 02:47;2/17/09 22:57;475.166.667;7.55
1/22/09 2:16;Product1;1200;Visa;Costanza;Beykoz;Istanbul;Turkey;09/07/2008 11:43;2/18/09 0:27;411.438.889;290.905.556
1/29/09 12:53;Product1;1200;Visa;Vanessa;Arc-et-Senans;Franche-Comte;France;1/29/09 10:10;2/18/09 1:03;470.333.333;57.666.667
1/28/09 11:36;Product1;1200;Diners;Evelyn;Grossbodungen;Thuringia;Germany;1/28/09 11:08;2/18/09 2:04;514.666.667;10.5
1/19/09 6:50;Product1;1200;Amex;Nicola;Bruxelles;Brussels (Bruxelles);Belgium;7/13/08 11:29;2/18/09 2:30;508.333.333;43.333.333
1/30/09 5:20;Product1;1200;Visa;Simone;Kilcornan;Limerick;Ireland;1/30/09 4:06;2/18/09 7:23;526.166.667;-88.833.333
1/19/09 14:06;Product1;1200;Mastercard;Elisabeth;Wilmington                  ;NC;United States;1/19/09 12:41;2/18/09 8:18;3.422.556;-77.945
01/08/2009 09:43;Product1;1200;Visa;Kasey;Aix-en-Provence;Provence-Alpes-Cote d'Azur;France;01/05/2009 09:05;2/18/09 8:38;435.333.333;54.333.333
1/23/09 9:09;Product2;3600;Amex;Olympe;Lidingo;Stockholm;Sweden;1/18/06 11:49;2/18/09 8:45;593.666.667;181.333.333
1/20/09 8:58;Product1;1200;Visa;James;Edmonton;Alberta;Canada;12/24/08 17:51;2/18/09 9:42;53.55;#FIELD!
01/02/2009 13:35;Product1;1200;Visa;Alyssa;Antibes;Provence-Alpes-Cote d'Azur;France;7/29/08 12:32;2/18/09 10:28;435.833.333;71.166.667
01/09/2009 15:03;Product1;1200;Visa;Reto;Seattle                     ;WA;United States;01/08/2009 18:59;2/18/09 15:51;4.760.639;-12.233.083
1/23/09 7:04;Product1;1200;Amex;Joelle;Rowayton                    ;CT;United States;1/20/09 10:46;2/18/09 16:55;411.175;-7.340.833
1/17/09 10:14;Product1;1200;Mastercard;Nicole;Simcoe;Ontario;Canada;1/17/09 7:46;2/18/09 18:49;428.333.333;#FIELD!
1/19/09 16:16;Product1;1200;Mastercard;Alexandria;Lebanon                     ;PA;United States;09/03/2008 19:26;2/18/09 19:38;4.034.083;-7.641.167
1/20/09 13:54;Product1;1200;Mastercard;Elisabeth;Birkdale;Queensland;Australia;12/20/05 23:05;2/18/09 23:07;-274.833.333;1.532.166.667
1/23/09 21:35;Product1;1200;Visa;Ann;Brisbane;Queensland;Australia;4/21/07 19:33;2/18/09 23:12;#FIELD!;1.530.166.667
1/21/09 23:41;Product1;1200;Visa;Olga;Strasbourg;Alsace;France;02/04/2008 04:45;2/19/09 0:09;485.833.333;7.75
1/21/09 4:11;Product1;1200;Visa;Courtney;Suchdol;Prague;Czech Republic;9/30/08 10:39;2/19/09 0:55;501.333.333;143.833.333
01/10/2009 03:43;Product1;1200;Visa;stacy;Stuttgart;Baden-Wurttemberg;Germany;03/05/2006 15:01;2/19/09 3:11;487.666.667;91.833.333
1/15/09 18:08;Product2;3600;Amex;Monica;Villanova                   ;PA;United States;01/12/2009 17:16;2/19/09 3:19;4.003.722;-7.534.944
1/20/09 14:48;Product2;3600;Visa;Michael;Norrkoping;Ostergotland;Sweden;12/21/08 11:49;2/19/09 5:22;58.6;161.833.333
1/21/09 11:56;Product1;1200;Visa;Katrin;Zumikon;Zurich;Switzerland;3/21/06 13:30;2/19/09 7:05;473.333.333;86.166.667
1/30/09 6:18;Product2;3600;Mastercard;Louise;Balgach;St Gallen;Switzerland;1/14/06 2:40;2/19/09 7:10;474.166.667;9.6
01/12/2009 17:28;Product1;1200;Amex;Alfredo A;Las Vegas                   ;NV;United States;12/03/2008 14:12;2/19/09 8:09;36.175;-11.513.639
1/29/09 8:27;Product2;3600;Visa;Kerry;Prague;Central Bohemia;Czech Republic;1/27/09 8:53;2/19/09 8:41;500.833.333;144.666.667
1/24/09 12:43;Product1;1200;Visa;Saeko ;Warwick                     ;NY;United States;02/02/2008 16:37;2/19/09 10:28;4.125.639;-7.436.028
01/07/2009 10:49;Product2;3600;Visa;VIOLETA;Silver Spring               ;MD;United States;09/01/2008 13:09;2/19/09 10:43;3.899.056;-7.702.639
01/11/2009 17:06;Product1;1200;Visa;Antje;Sacramento                  ;CA;United States;9/17/08 15:12;2/19/09 12:05;3.858.167;-12.149.333
1/30/09 6:17;Product1;1200;Visa;janet;Blarney;Cork;Ireland;1/30/09 3:02;2/19/09 12:48;519.333.333;-85.666.667
01/07/2009 10:52;Product1;1200;Visa;claire ;Ballyneety;Limerick;Ireland;01/07/2009 09:42;2/19/09 14:32;525.961.111;-85.469.444
1/27/09 6:20;Product1;1200;Mastercard;Nathalie;Haymarket                   ;VA;United States;06/01/2006 12:04;2/19/09 16:52;3.881.194;-7.763.667
1/21/09 20:02;Product1;1200;Mastercard;Daria;George Town; ;Cayman Isls;01/10/2009 16:09;2/19/09 19:19;19.3;-813.833.333
01/04/2009 16:23;Product1;1200;Visa;Judith L.;Scottsdale                  ;AZ;United States;01/04/2009 16:04;2/19/09 19:35;3.350.917;-11.189.833
01/06/2009 12:26;Product1;1200;Visa;Audinet;Cambridge                   ;MA;United States;01/06/2009 08:40;2/19/09 19:44;42.375;-7.110.611
01/11/2009 04:34;Product1;1200;Visa;William;Chalfont Saint Peter;England;United Kingdom;4/26/06 10:12;2/19/09 21:38;51.6;#FIELD!
1/17/09 6:39;Product1;1200;Diners;Tatjana and Martin;Birmingham;England;United Kingdom;01/12/2008 07:00;2/19/09 23:30;524.666.667;-19.166.667
01/04/2009 03:41;Product1;1200;Mastercard;Scott;Den Haag;Zuid-Holland;Netherlands;01/04/2005 12:43;2/20/09 0:24;520.833.333;4.3
01/12/2009 05:50;Product3;7500;Mastercard;Brona;Den Haag;Zuid-Holland;Netherlands;01/04/2005 12:43;2/20/09 0:24;520.833.333;4.3
01/03/2009 13:43;Product1;1200;Mastercard;Andree;Newmarket;Cork;Ireland;10/22/06 14:59;2/20/09 3:18;522.166.667;-9
01/11/2009 06:51;Product1;1200;Visa;Aziz;Irpin';Kiev;Ukraine;01/11/2009 00:00;2/20/09 3:46;505.166.667;30.25
1/17/09 6:23;Product1;1200;Visa;Fernando;Grosseto;Tuscany;Italy;9/22/08 10:48;2/20/09 6:39;427.666.667;111.333.333
1/26/09 18:38;Product1;1200;Visa;Jo;Pembroke Pines              ;FL;United States;10/26/08 4:24;2/20/09 8:09;2.601.083;-8.014.972
1/31/09 13:26;Product1;1200;Visa;Joern;Waterford;Ontario;Canada;12/13/08 18:12;2/20/09 8:27;429.333.333;-802.833.333
1/21/09 2:20;Product2;3600;Visa;Melissa;Carouge;Geneve;Switzerland;1/16/09 7:06;2/20/09 8:38;461.833.333;61.333.333
1/18/09 13:25;Product1;1200;Visa;Melissa;Chester                     ;CT;United States;1/15/09 11:57;2/20/09 10:08;4.140.306;-7.245.139
1/18/09 18:57;Product1;1200;Mastercard;isabela;Reston                      ;VA;United States;12/31/08 8:16;2/20/09 11:34;3.896.861;-7.734.139
1/31/09 1:59;Product1;1200;Visa;Nacole;Milan;Lombardy;Italy;04/11/2005 02:40;2/20/09 11:41;454.666.667;9.2
1/25/09 16:08;Product1;1200;Diners;Jennifer;Vancouver;British Columbia;Canada;1/24/09 20:12;2/20/09 12:47;49.25;-1.231.333.333
1/16/09 19:13;Product1;1200;Diners;Mary;Alpharetta                  ;GA;United States;12/26/08 9:28;2/20/09 13:54;3.407.528;-8.429.417
1/31/09 15:25;Product1;1200;Visa;Lisa;Ringgold                    ;GA;United States;1/28/09 9:54;2/20/09 15:53;3.491.583;-8.510.917
01/09/2009 08:57;Product1;1200;Diners;Debora ;Wall                        ;NJ;United States;1/21/08 10:27;2/20/09 16:45;401.478;-742.133
01/04/2009 22:18;Product2;3600;Mastercard;Karoline ;Powell River;British Columbia;Canada;11/27/08 16:06;2/20/09 21:45;498.833.333;#FIELD!
01/10/2009 15:18;Product2;3600;Mastercard;Jo ;Huntington Beach            ;CA;United States;10/17/07 14:56;2/20/09 22:24;3.366.028;-11.799.833
1/16/09 19:47;Product1;1200;Amex;Kristen;Los Gatos                   ;CA;United States;1/13/09 20:49;2/20/09 23:09;3.722.667;-12.197.361
1/25/09 8:16;Product2;3600;Visa;Astrid;Oslo;Oslo;Norway;4/22/07 2:19;2/20/09 23:22;599.166.667;10.75
1/25/09 8:48;Product1;1200;Mastercard;Malinda;Oxford;England;United Kingdom;04/05/2008 13:20;2/21/09 1:36;51.75;#FIELD!
1/17/09 9:12;Product1;1200;Amex;Sylvia;Alexandria                  ;VA;United States;12/26/06 14:23;2/21/09 4:50;3.880.472;-7.704.722
1/24/09 1:22;Product1;1200;Visa;Jupiterlina Elika;Rome;Lazio;Italy;10/19/04 2:38;2/21/09 6:04;41.9;124.833.333
1/27/09 15:09;Product1;1200;Visa;Aniko;Random Lake                 ;WI;United States;1/15/09 12:50;2/21/09 7:37;4.355.222;-8.796.167
1/25/09 21:49;Product1;1200;Mastercard;Petra;San Francisco               ;CA;United States;1/24/09 1:35;2/21/09 9:26;37.775;-12.241.833
1/24/09 8:51;Product1;1200;Mastercard;Heather;Baluan;General Santos;Philippines;1/19/09 11:08;2/21/09 10:08;61.036.111;1.252.163.889
01/06/2009 14:08;Product1;1200;Mastercard;Kim;Brussels;Brussels (Bruxelles);Belgium;12/18/08 7:04;2/21/09 10:49;508.333.333;43.333.333
1/17/09 14:06;Product1;1200;Amex;Ruby;Bedford Corners             ;NY;United States;11/28/04 18:58;2/21/09 13:03;4.120.417;-737.275
1/21/09 12:38;Product1;1200;Visa;Novy ;Istanbul;Istanbul;Turkey;02/05/2007 12:43;2/21/09 13:55;410.186.111;289.647.222
1/30/09 23:49;Product2;3600;Visa;Stephanie;Hilversum;Noord-Holland;Netherlands;11/30/08 11:54;2/21/09 14:05;522.333.333;51.833.333
01/12/2009 12:00;Product1;1200;Mastercard;Tammy;Milford                     ;ME;United States;07/06/2008 08:49;2/21/09 18:45;4.494.611;-6.864.444
1/29/09 21:40;Product1;1200;Visa;Alessandra;Vancouver;British Columbia;Canada;6/17/08 19:23;2/21/09 20:32;49.25;-1.231.333.333
1/24/09 13:38;Product1;1200;Mastercard;Cathy;Kidderminster;England;United Kingdom;12/22/08 3:57;2/22/09 0:00;523.833.333;#FIELD!
1/25/09 13:50;Product2;3600;Visa;Scott;Lausanne;Vaud;Switzerland;1/25/09 10:09;2/22/09 3:33;465.333.333;66.666.667
01/12/2009 13:41;Product1;1200;Amex;dia;Claygate;England;United Kingdom;8/19/07 15:23;2/22/09 3:51;51.35;#FIELD!
01/05/2009 11:44;Product1;1200;Visa;Lauren;Laasby;Arhus;Denmark;11/19/08 3:55;2/22/09 6:15;56.15;98.166.667
01/02/2009 08:31;Product1;1200;Visa;Line;Budaors;Pest;Hungary;10/23/08 8:15;2/22/09 7:06;47.45;189.666.667
1/31/09 7:13;Product1;1200;Amex;Sean;London;England;United Kingdom;01/03/2008 14:59;2/22/09 7:12;5.152.721;0.14559
1/20/09 2:17;Product1;1200;Diners;Sarah;Santo Domingo City;Distrito Nacional;Dominican Republic;11/09/2008 01:26;2/22/09 11:21;184.666.667;#FIELD!
1/25/09 20:15;Product1;1200;Visa;Brian;Croton On Hudson            ;NY;United States;1/23/09 22:33;2/22/09 11:51;412.219;-73.887
1/25/09 19:44;Product1;1200;Mastercard;Lesa;Vespasiano;Minas Gerais;Brazil;01/06/2005 21:17;2/22/09 14:24;-196.666.667;-439.166.667
1/30/09 9:00;Product1;1200;Mastercard;james;Nashville                   ;TN;United States;07/04/2007 21:35;2/22/09 15:58;3.616.583;-8.678.444
01/07/2009 19:18;Product1;1200;Mastercard;loudon;Ottawa;Ontario;Canada;11/02/2007 20:26;2/22/09 16:06;454.166.667;#FIELD!
01/04/2009 10:18;Product1;1200;Mastercard;Allison;Naples                      ;FL;United States;11/08/2008 09:42;2/22/09 18:36;2.614.167;-81.795
1/23/09 14:57;Product1;1200;Mastercard;Surat;Bridgewater                 ;NJ;United States;7/29/08 12:00;2/22/09 18:48;405.945;-746.244
01/12/2009 10:08;Product2;3600;Mastercard;Judy;Washington                  ;DC;United States;5/31/08 12:03;2/22/09 18:58;38.895;-7.703.667
1/19/09 4:22;Product1;1200;Diners;brian;Hagen;Lorraine;France;5/21/07 7:22;2/22/09 22:33;49.5;61.666.667
1/21/09 21:37;Product1;1200;Visa;Rachel;Taicheng;Guangdong;China;1/21/09 6:24;2/23/09 1:36;22.25;1.127.833.333
1/25/09 4:34;Product1;1200;Mastercard;Hilde;Groningen;Groningen;Netherlands;01/08/2009 05:16;2/23/09 3:12;532.166.667;6.55
1/30/09 1:09;Product1;1200;Mastercard;Tarja;Villars;Vaud;Switzerland;11/30/08 4:39;2/23/09 3:56;46.3;7.05
1/26/09 15:16;Product1;1200;Visa;Megan;Huntersville                ;NC;United States;12/22/08 20:09;2/23/09 5:14;3.541.056;-8.084.306
1/15/09 15:56;Product2;3600;Visa;Charmain;Cartersburg                 ;IN;United States;01/02/2008 10:51;2/23/09 6:24;3.969.861;-8.646.361
01/02/2009 20:47;Product1;1200;Visa;Katharina;Flower Mound                ;TX;United States;9/23/08 20:57;2/23/09 6:56;3.301.444;-9.709.667
1/25/09 9:36;Product1;1200;Visa;Zaneta ;Rochester                   ;MI;United States;1/24/09 10:36;2/23/09 6:58;4.268.056;-8.313.389
1/20/09 20:09;Product1;1200;Visa;Jeannette;Dubai;Dubayy;United Arab Emirates;1/18/09 9:58;2/23/09 7:01;252.522.222;55.28
01/08/2009 11:14;Product2;3600;Visa;Liz;Langnau;Zurich;Switzerland;01/07/2009 10:25;2/23/09 7:17;472.833.333;85.333.333
01/06/2009 20:39;Product2;3600;Mastercard;Christiane;Mission;British Columbia;Canada;01/06/2009 09:44;2/23/09 8:55;491.333.333;#FIELD!
01/06/2009 18:10;Product1;1200;Visa;Cherie;Columbus                    ;OH;United States;12/22/08 14:12;2/23/09 11:35;3.996.111;-8.299.889
01/11/2009 06:46;Product2;3600;Visa;Shiree;Clondalkin;Dublin;Ireland;8/25/07 5:48;2/23/09 11:56;533.244.444;-63.972.222
1/19/09 14:26;Product1;1200;Mastercard;Tracey;Harold's Cross;Dublin;Ireland;01/06/2009 13:24;2/23/09 12:02;533.263.889;-62.947.222
1/31/09 6:14;Product1;1200;Diners;Scott ;Sag Harbor                  ;NY;United States;6/27/08 4:15;2/23/09 13:36;4.099.778;-7.229.306
01/06/2009 09:31;Product1;1200;Visa;Frances;San Diego                   ;CA;United States;01/04/2009 03:18;2/23/09 15:39;3.271.528;-11.715.639
1/21/09 7:31;Product1;1200;Mastercard;Beatrice;Wilmington                  ;DE;United States;3/25/08 13:23;2/23/09 16:29;3.974.583;-7.554.694
1/20/09 17:23;Product2;3600;Visa;Jessica;Toronto;Ontario;Canada;1/20/08 18:01;2/23/09 19:35;436.666.667;-794.166.667
1/29/09 12:10;Product1;1200;Amex;Alison;Issaquah                    ;WA;United States;11/01/2007 21:25;2/23/09 21:58;4.761.056;-12.219.944
1/24/09 23:21;Product1;1200;Visa;elaine;Phuket;Phuket;Thailand;1/24/09 22:47;2/24/09 1:12;78.833.333;98.4
1/28/09 10:37;Product1;1200;Visa;Chevonne;Athina;Attiki;Greece;05/08/2008 04:26;2/24/09 2:58;379.833.333;237.333.333
1/30/09 14:36;Product1;1200;Visa;danielle;Geneve;Geneve;Switzerland;1/30/09 13:50;2/24/09 3:15;46.2;61.666.667
1/21/09 2:07;Product1;1200;Mastercard;Caroline and Jonathan;Chichester;England;United Kingdom;2/14/06 14:43;2/24/09 3:29;508.333.333;#FIELD!
1/26/09 6:37;Product1;1200;Visa;manuela;Massagno;Ticino;Switzerland;06/04/2008 11:55;2/24/09 5:30;460.166.667;8.95
01/04/2009 14:27;Product1;1200;Visa;Carole;Cardiff;Wales;United Kingdom;12/14/05 10:47;2/24/09 7:30;51.5;#FIELD!
01/09/2009 03:03;Product2;3600;Amex;Ghislaine;Ferney-Voltaire;Rhone-Alpes;France;3/28/08 5:53;2/24/09 8:10;46.25;61.166.667
01/08/2009 19:26;Product2;3600;Visa;Christian;Mableton                    ;GA;United States;11/30/07 10:44;2/24/09 8:22;3.381.861;-845.825
01/10/2009 16:02;Product1;1200;Visa;Hollie;San Diego                   ;CA;United States;10/12/2007 13:03;2/24/09 8:32;3.271.528;-11.715.639
01/06/2009 06:31;Product1;1200;Visa;mike;La Louviere;Hainaut;Belgium;01/03/2009 05:24;2/24/09 8:32;504.666.667;41.833.333
1/23/09 13:13;Product1;1200;Mastercard;Malahat;Minneapolis                 ;MN;United States;04/03/2007 12:56;2/24/09 8:46;44.98;-9.326.361
1/18/09 17:55;Product1;1200;Amex;Michaela;Mafra;Santa Catarina;Brazil;03/09/2008 09:39;2/24/09 10:09;-261.180.556;-498.016.667
01/05/2009 15:15;Product1;1200;Amex;Amy;Ashford;England;United Kingdom;8/18/05 2:04;2/24/09 10:35;511.333.333;0.8833333
01/02/2009 10:32;Product1;1200;Mastercard;Brandi;Edmonton;Alberta;Canada;12/24/08 15:23;2/24/09 12:08;53.55;#FIELD!
1/25/09 9:27;Product1;1200;Visa;erin;London;England;United Kingdom;09/04/2006 14:35;2/24/09 13:37;5.152.721;0.14559
01/05/2009 06:12;Product1;1200;Diners;Tracy;Lucca;Tuscany;Italy;01/04/2009 06:19;2/24/09 13:56;438.333.333;104.833.333
01/06/2009 02:41;Product1;1200;Visa;Polyxene;Perth;Western Australia;Australia;11/20/05 23:46;2/24/09 16:04;-319.333.333;1.158.333.333
1/27/09 14:42;Product2;3600;Mastercard;Jean;Arlington                   ;VA;United States;01/08/2009 11:01;2/24/09 16:38;3.889.028;-7.708.444
01/08/2009 12:03;Product1;1200;Diners;Andrea;Calgary;Alberta;Canada;8/13/08 15:58;2/24/09 17:41;510.833.333;-1.140.833.333
1/29/09 12:16;Product1;1200;Mastercard;Jessica;Chiefland                   ;FL;United States;1/27/09 15:56;2/24/09 18:29;2.947.472;#FIELD!
1/19/09 10:47;Product1;1200;Mastercard;David;Stavenger;Rogaland;Norway;1/13/09 13:53;2/25/09 0:40;589.666.667;5.75
01/08/2009 02:49;Product2;3600;Mastercard;Caroline;Begnins;Vaud;Switzerland;01/07/2009 04:14;2/25/09 1:37;464.333.333;6.25
1/19/09 17:40;Product1;1200;Visa;Riche Lou;Newton                      ;MA;United States;03/12/2007 07:21;2/25/09 2:28;4.233.694;-7.120.972
01/11/2009 00:15;Product1;1200;Mastercard;Chris;Den Haag;Zuid-Holland;Netherlands;05/07/2007 04:07;2/25/09 4:04;520.833.333;4.3
1/16/09 5:12;Product2;3600;Visa;Karen;Berikon;Aargau;Switzerland;10/19/07 12:31;2/25/09 5:12;47.35;83.833.333
1/19/09 6:52;Product1;1200;Diners;melanie;Santa Barbaraa;Heredia;Costa Rica;1/19/09 6:45;2/25/09 5:44;100.333.333;#FIELD!
1/26/09 1:14;Product1;1200;Visa;beatrice;Churra;Murcia;Spain;1/23/09 1:57;2/25/09 5:47;380.166.667;-11.333.333
1/30/09 10:31;Product1;1200;Mastercard;lorna;Castle Rock                 ;CO;United States;10/06/2008 16:31;2/25/09 7:42;3.937.222;-10.485.556
1/23/09 5:52;Product1;1200;Amex;Tary;Zug;Zug;Switzerland;1/23/09 1:22;2/25/09 9:40;471.666.667;85.166.667
01/07/2009 09:54;Product1;1200;Visa;Julie ;Ashford;England;United Kingdom;01/07/2009 09:17;2/25/09 10:18;51.1;#FIELD!
01/01/2009 16:44;Product1;1200;Amex;Julie ;Rockville                   ;MD;United States;09/12/2008 10:36;2/25/09 10:48;3.908.389;-7.715.306
1/23/09 9:27;Product1;1200;Mastercard;Jerome;Madrid;Madrid;Spain;2/19/08 2:01;2/25/09 11:38;40.4;-36.833.333
1/22/09 12:56;Product1;1200;Visa;Laleh;Aasgaardstrand;Vestfold;Norway;1/20/09 13:13;2/25/09 12:03;593.488.889;104.675
1/16/09 13:35;Product1;1200;Visa;Michael;Milano;Lombardy;Italy;1/16/09 12:43;2/25/09 13:59;454.666.667;9.2
1/13/09 9:26;Product1;1200;Visa;Kerry;Anieres;Geneve;Switzerland;1/24/06 13:15;2/25/09 14:05;462.833.333;62.166.667
1/25/09 11:35;Product3;7500;Mastercard;Anita;Fresno                      ;TX;United States;1/24/09 9:24;2/25/09 14:22;2.953.861;-9.544.722
1/26/09 14:02;Product1;1200;Mastercard;Veronique;Fresno                      ;TX;United States;1/24/09 9:24;2/25/09 14:22;2.953.861;-9.544.722
01/07/2009 13:26;Product1;1200;Visa;Sarah;Warwick;Quebec;Canada;7/27/03 13:18;2/25/09 15:16;45.95;-719.833.333
1/15/09 11:45;Product1;1200;Diners;Simone;Watford;England;United Kingdom;09/04/2008 03:01;2/25/09 15:21;516.666.667;#FIELD!
1/27/09 12:02;Product1;1200;Visa;Jackie;Waterford;Waterford;Ireland;03/10/2008 13:51;2/25/09 15:41;522.583.333;-71.119.444
1/28/09 14:09;Product1;1200;Visa;giovanna;Pruszkow;Mazowieckie;Poland;1/28/09 13:40;2/25/09 16:19;521.666.667;208.333.333
1/23/09 7:13;Product1;1200;Visa;Elizabeth;Hamilton;Hamilton;Bermuda;1/19/09 6:03;2/25/09 16:20;322.941.667;-647.838.889
1/22/09 15:59;Product2;3600;Visa;Lisa;Ottawa;Ontario;Canada;1/21/09 9:28;2/25/09 17:15;454.166.667;#FIELD!
1/16/09 10:27;Product1;1200;Mastercard;Maki;Montgomery                  ;TX;United States;1/15/09 8:52;2/25/09 17:24;3.038.806;-9.569.611
